ENS	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSG00000131495	3954.665284	0.093275524	0.140415	0.664284616	0.506508165	0.800211966
ENSG00000141480	1832.448468	-0.109580398	0.164957665	-0.664294066	0.506502118	0.800211966
ENSG00000182095	72.62182468	0.192134713	0.289334339	0.66405776	0.506653344	0.800307899
ENSG00000179271	1386.830835	-0.103109304	0.15532609	-0.663824759	0.506802477	0.800410046
ENSG00000006118	73.73883587	0.184112874	0.277599161	0.663232819	0.507181456	0.800617537
ENSG00000019995	365.8665248	-0.132955094	0.200467961	-0.663223656	0.507187323	0.800617537
ENSG00000212978	184.0968596	0.153766004	0.231777654	0.663420312	0.507061401	0.800617537
ENSG00000272520	67.2751232	-0.185271348	0.279703369	-0.662385114	0.507724442	0.801331914
ENSG00000130770	4734.7484	0.092803673	0.140234906	0.661772986	0.508116721	0.801683991
ENSG00000156831	840.8628826	-0.108486418	0.163909912	-0.66186612	0.508057027	0.801683991
ENSG00000079785	1533.032101	0.103076496	0.155888707	0.661218495	0.508472202	0.801710913
ENSG00000100225	641.930956	-0.118462762	0.179108405	-0.661402586	0.508354168	0.801710913
ENSG00000138160	460.2620343	-0.132350852	0.2000646	-0.661540584	0.508265697	0.801710913
ENSG00000164754	6491.583446	-0.091464603	0.138326097	-0.661224494	0.508468355	0.801710913
ENSG00000111596	746.7898734	0.111782664	0.16927696	0.660353684	0.509026887	0.802185063
ENSG00000124466	151.5686314	0.159293461	0.241217089	0.660373864	0.50901394	0.802185063
ENSG00000180346	64.15549576	-0.185501758	0.280893087	-0.66039987	0.508997256	0.802185063
ENSG00000077238	542.6111958	-0.123313909	0.186900745	-0.659782865	0.509393181	0.802375955
ENSG00000101901	166.400131	0.160438255	0.243173354	0.659769059	0.509402042	0.802375955
ENSG00000159445	169.179816	0.155910132	0.23629977	0.659798069	0.509383422	0.802375955
ENSG00000142541	22086.16856	-0.085437046	0.129525453	-0.659615882	0.50950036	0.802395473
ENSG00000154370	1812.937738	0.189959592	0.288041923	0.659485918	0.509583786	0.802395473
ENSG00000177733	2068.450554	-0.117745589	0.178672951	-0.659000642	0.509895357	0.802752683
ENSG00000141376	68.66545885	0.183626505	0.278752759	0.658743275	0.510060639	0.802764153
ENSG00000177485	601.4822478	-0.13319922	0.202207484	-0.658725471	0.510072073	0.802764153
ENSG00000169252	533.6805502	0.127321193	0.193428138	0.658235117	0.510387063	0.803126504
ENSG00000131626	4106.692892	-0.096780469	0.147060473	-0.658099809	0.510473999	0.803129937
ENSG00000158089	56.09325525	-0.187375722	0.284874572	-0.657748149	0.510699977	0.803218753
ENSG00000175793	14137.58911	-0.12043193	0.183077146	-0.657820666	0.510653373	0.803218753
ENSG00000149582	104.0966891	-0.182154283	0.277223644	-0.65706619	0.511138358	0.803774822
ENSG00000117899	1598.631817	-0.109830685	0.167293525	-0.656514856	0.511492912	0.803796294
ENSG00000135766	201.8807619	-0.153589848	0.233984429	-0.656410549	0.511560005	0.803796294
ENSG00000138175	315.3193647	0.146992234	0.223986934	0.656253612	0.511660959	0.803796294
ENSG00000144848	1171.555943	-0.123931446	0.188815653	-0.656362138	0.511591145	0.803796294
ENSG00000160209	1281.089804	-0.101687041	0.154907486	-0.65643723	0.511542842	0.803796294
ENSG00000213614	301.7516084	-0.135044604	0.205773172	-0.656278965	0.511644649	0.803796294
ENSG00000174456	104.9367725	0.172294648	0.262699861	0.655861205	0.511913432	0.803926364
ENSG00000198198	63.82309722	-0.187367182	0.28563354	-0.655970523	0.511843091	0.803926364
ENSG00000121621	119.7591863	0.181784103	0.277284446	0.655587089	0.512089835	0.803936925
ENSG00000131779	427.7764698	0.127306715	0.194150498	0.655711506	0.512009764	0.803936925
ENSG00000139531	87.55556123	0.177376264	0.270694813	0.655262885	0.512298513	0.803998129
ENSG00000269293	141.4120367	0.160512138	0.244923641	0.65535584	0.512238676	0.803998129
ENSG00000015479	1624.913147	-0.098840726	0.150879954	-0.65509515	0.512406494	0.804034433
ENSG00000034053	97.65362314	-0.172412847	0.263903758	-0.653317134	0.513551849	0.804260504
ENSG00000064419	1199.834624	-0.110577949	0.169056637	-0.654088186	0.513054992	0.804260504
ENSG00000105993	2147.32592	0.107791656	0.164736115	0.654329233	0.512899716	0.804260504
ENSG00000108582	363.3294379	-0.128181081	0.196135458	-0.653533439	0.513412439	0.804260504
ENSG00000110536	514.0344527	0.123622634	0.189268886	0.653158778	0.513653923	0.804260504
ENSG00000111450	80.09788446	0.178522824	0.273186112	0.65348426	0.513444134	0.804260504
ENSG00000113312	983.6978477	0.112846912	0.17258198	0.653874247	0.513192827	0.804260504
ENSG00000128567	73.38508286	0.180990139	0.277068904	0.65323151	0.513607039	0.804260504
ENSG00000139289	695.2366285	-0.133928368	0.204630997	-0.654487202	0.51279797	0.804260504
ENSG00000141503	54.62373131	0.186923119	0.286084685	0.65338387	0.513508835	0.804260504
ENSG00000164347	193.5701165	0.153512657	0.234868754	0.653610388	0.51336285	0.804260504
ENSG00000169919	539.1114904	0.121167928	0.185416594	0.653490203	0.513440304	0.804260504
ENSG00000219481	115.2398942	-0.168899457	0.258411952	-0.653605438	0.51336604	0.804260504
ENSG00000109920	207.6485498	-0.148982737	0.228333235	-0.652479419	0.514091946	0.804547527
ENSG00000119396	1249.821588	-0.10299764	0.157851314	-0.652497829	0.514080073	0.804547527
ENSG00000138018	356.6162609	-0.127932432	0.196043746	-0.652570838	0.514032991	0.804547527
ENSG00000068354	136.6125731	-0.166258937	0.254967463	-0.652079034	0.514350189	0.804709181
ENSG00000155506	3783.765222	-0.104915565	0.160899637	-0.652055947	0.514365081	0.804709181
ENSG00000136643	143.5866438	0.161648851	0.248072291	0.651619938	0.514646382	0.805016362
ENSG00000242114	308.28542	0.139317535	0.213869536	0.651413648	0.514779503	0.805091693
ENSG00000163798	538.0392265	-0.11812535	0.181376192	-0.651272632	0.514870512	0.80510115
ENSG00000134909	161.0948499	0.15466026	0.237683417	0.650698572	0.515241085	0.805547686
ENSG00000067248	256.9678593	0.141852005	0.218053113	0.650538773	0.515344265	0.80557609
ENSG00000061273	2248.122765	-0.185110761	0.28470703	-0.650179804	0.515576085	0.805579547
ENSG00000165678	4081.619005	-0.092973192	0.143004784	-0.650140432	0.515601515	0.805579547
ENSG00000169972	113.4942036	-0.167203915	0.257096014	-0.650355923	0.515462342	0.805579547
ENSG00000167182	153.2578759	-0.15617062	0.240575087	-0.649155414	0.516237927	0.806440916
ENSG00000103671	263.008736	-0.137622149	0.212110687	-0.648822325	0.516453225	0.806523277
ENSG00000118508	212.690347	0.152953474	0.235846979	0.648528442	0.516643221	0.806523277
ENSG00000164168	203.002574	-0.146747243	0.22631666	-0.648415557	0.516716211	0.806523277
ENSG00000173163	434.8320752	0.134451074	0.207297009	0.648591482	0.516602462	0.806523277
ENSG00000198887	270.7699478	0.143927992	0.221944398	0.648486706	0.516670207	0.806523277
ENSG00000143499	404.9090852	-0.123909069	0.191142766	-0.648254033	0.516820659	0.806553453
ENSG00000117461	184.8793455	0.156750349	0.241944684	0.647876808	0.517064632	0.806801327
ENSG00000140416	696.7344828	0.112428982	0.173584903	0.647688711	0.517186307	0.806858322
ENSG00000219545	93.54205901	0.178260689	0.275312134	0.647485769	0.517317602	0.806930304
ENSG00000275835	167.0322209	-0.152974373	0.236381634	-0.647149994	0.517534871	0.807136346
ENSG00000103855	307.0480513	0.134740552	0.20826548	0.646965363	0.517654361	0.807189851
ENSG00000113387	5203.892332	0.089827527	0.138977172	0.646347355	0.518054426	0.807207105
ENSG00000153936	532.8572443	0.116255299	0.179883604	0.646280684	0.518097595	0.807207105
ENSG00000173559	170.3331297	-0.157725673	0.2439444	-0.646564023	0.517914149	0.807207105
ENSG00000177427	75.58147631	0.180050741	0.278647828	0.646158779	0.518176532	0.807207105
ENSG00000245532	592.6563859	-0.134436768	0.208000934	-0.646327711	0.518067145	0.807207105
ENSG00000272333	186.9934191	-0.152766461	0.236193806	-0.646784367	0.517771512	0.807207105
ENSG00000128829	248.9340213	0.148661577	0.230140295	0.64596066	0.518304833	0.80727426
ENSG00000060558	337.9206143	-0.141986425	0.219930095	-0.645597982	0.518539745	0.807314558
ENSG00000136111	68.49003296	-0.181317171	0.280997262	-0.645263125	0.518756685	0.807314558
ENSG00000145247	1184.15476	0.099718357	0.154489499	0.645470131	0.518622568	0.807314558
ENSG00000170837	61.445515	-0.184586495	0.286008274	-0.645388654	0.518675354	0.807314558
ENSG00000203666	183.7560439	0.148897927	0.230618747	0.645645372	0.518509046	0.807314558
ENSG00000196652	213.8087382	-0.148529393	0.230279491	-0.644996183	0.518929659	0.807451141
ENSG00000071537	770.1696111	0.113732777	0.176467602	0.644496645	0.519253433	0.807822283
ENSG00000105948	202.7533686	0.148681978	0.230930025	0.643839962	0.519679217	0.808141684
ENSG00000120071	97.28730188	0.17075281	0.265232488	0.643785424	0.519714587	0.808141684
ENSG00000248275	102.9072174	0.168297826	0.261385805	0.643867506	0.519661354	0.808141684
ENSG00000197429	160.1115916	-0.158275629	0.245936238	-0.643563675	0.519858412	0.8082327
ENSG00000072415	430.9767724	0.122652129	0.190669442	0.643271036	0.520048247	0.808293654
ENSG00000120333	837.7888652	0.119110674	0.185172916	0.643240257	0.520068215	0.808293654
ENSG00000108848	3675.776804	-0.08804653	0.137019683	-0.642583081	0.520494664	0.808638404
ENSG00000169925	1421.098338	0.107710663	0.167577009	0.642753225	0.520384239	0.808638404
ENSG00000238172	144.8147316	0.163978874	0.255218476	0.64250393	0.520546039	0.808638404
ENSG00000160213	3153.360483	0.09529677	0.148370182	0.64229058	0.52068453	0.808720964
ENSG00000066855	568.2868908	0.119504637	0.186206704	0.641784823	0.521012905	0.809098376
ENSG00000157353	51.30152892	-0.184080673	0.286997954	-0.641400646	0.521262414	0.809353209
ENSG00000118363	134.959404	-0.159333128	0.248480109	-0.641230918	0.521372665	0.809391771
ENSG00000218739	326.9115794	0.136873278	0.213507253	0.641070862	0.521476645	0.809420587
ENSG00000105810	613.5482274	-0.126634846	0.197590815	-0.640894392	0.521591299	0.80946596
ENSG00000235750	65.69486953	0.180761195	0.2821304	0.64070088	0.521717042	0.809528524
ENSG00000013583	352.3527507	0.128235088	0.200244337	0.640393081	0.52191708	0.809673374
ENSG00000122034	539.4068872	-0.118525431	0.185206019	-0.639965331	0.522195139	0.809673374
ENSG00000134014	344.1140244	-0.128273893	0.200459281	-0.639899995	0.522237617	0.809673374
ENSG00000138381	99.29904048	0.175647442	0.274339851	0.640254929	0.522006877	0.809673374
ENSG00000176731	1953.371772	0.116103193	0.181436987	0.639909173	0.52223165	0.809673374
ENSG00000172115	3336.982319	-0.08784409	0.137334381	-0.639636554	0.522408912	0.80973217
ENSG00000197562	131.809316	-0.159616919	0.249565665	-0.639578841	0.522446442	0.80973217
ENSG00000182544	526.9256762	-0.120485756	0.188426862	-0.639429824	0.522543352	0.809749927
ENSG00000067992	331.8814344	0.134256273	0.210062073	0.63912667	0.522740531	0.809768164
ENSG00000083720	496.4356338	-0.122427868	0.191811751	-0.638270949	0.523297319	0.809768164
ENSG00000108559	887.2252732	-0.103442728	0.162053261	-0.638325496	0.523261819	0.809768164
ENSG00000115239	115.5600901	-0.166042177	0.260160558	-0.63822963	0.523324212	0.809768164
ENSG00000115993	142.4483847	-0.161246131	0.252485783	-0.638634497	0.523060734	0.809768164
ENSG00000150756	224.6930542	0.147095867	0.230453199	0.638289543	0.523285218	0.809768164
ENSG00000159202	790.3681392	0.126005325	0.197407553	0.638300424	0.523278136	0.809768164
ENSG00000169991	279.8928122	-0.139638861	0.21850462	-0.639065941	0.522780036	0.809768164
ENSG00000182923	157.8973113	0.153868732	0.241020674	0.638404706	0.523210268	0.809768164
ENSG00000137331	3127.931843	-0.182324213	0.285752891	-0.638048535	0.523442087	0.80981832
ENSG00000078140	1408.880793	0.099629009	0.156250639	0.637623051	0.523719087	0.809850207
ENSG00000139163	651.328974	0.113180529	0.1774977	0.637645043	0.523704768	0.809850207
ENSG00000173905	442.218834	0.142697897	0.223743975	0.637773137	0.523621368	0.809850207
ENSG00000110917	1481.242484	0.107271093	0.168288794	0.63742267	0.523849566	0.809902741
ENSG00000129055	1004.99975	-0.106880823	0.167706605	-0.637308374	0.523923998	0.809902741
ENSG00000257727	1296.888864	-0.099984096	0.156996289	-0.636856428	0.524218366	0.810225614
ENSG00000163104	158.9749346	0.158094169	0.248359736	0.636553137	0.524415959	0.810266692
ENSG00000185163	334.9145445	-0.130129804	0.204410066	-0.636611525	0.524377917	0.810266692
ENSG00000091732	287.8607322	-0.136969315	0.215312681	-0.63614142	0.52468425	0.810284869
ENSG00000101311	755.7793303	-0.11584679	0.18210505	-0.63615364	0.524676287	0.810284869
ENSG00000128609	995.7563117	0.107917148	0.169579155	0.636382154	0.52452737	0.810284869
ENSG00000037241	496.6293976	0.12908931	0.203130928	0.635498057	0.525103634	0.810800396
ENSG00000117408	206.2190853	-0.149049085	0.234656771	-0.635179135	0.52531159	0.81090542
ENSG00000152409	140.0402775	0.164886412	0.259609971	0.635131276	0.5253428	0.81090542
ENSG00000136205	197.6141211	-0.146228288	0.230324621	-0.634879096	0.525507271	0.811027183
ENSG00000157224	191.0290197	0.144874171	0.228326252	0.634505099	0.52575124	0.811160641
ENSG00000177225	136.8829862	-0.158755193	0.250211465	-0.634484087	0.525764949	0.811160641
ENSG00000149262	180.2967995	-0.15197622	0.239698466	-0.634030839	0.526060697	0.811220693
ENSG00000169612	152.2757056	0.157768106	0.248799201	0.634118219	0.526003674	0.811220693
ENSG00000254901	152.2753214	0.162444348	0.25611999	0.634250954	0.525917059	0.811220693
ENSG00000026652	69.49986782	0.177125602	0.279648929	0.633385591	0.526481872	0.811342042
ENSG00000106868	132.4382028	-0.160141717	0.252736201	-0.633631892	0.526321082	0.811342042
ENSG00000173064	63.04790013	-0.178310017	0.281507223	-0.63341187	0.526464716	0.811342042
ENSG00000198690	117.0828739	-0.162141439	0.255959697	-0.633464723	0.526430211	0.811342042
ENSG00000177156	2136.467886	-0.092438428	0.146009624	-0.633098185	0.526669527	0.811499258
ENSG00000166171	359.9062647	-0.126436033	0.199800166	-0.632812453	0.526856124	0.811556697
ENSG00000177200	528.1288291	-0.123665223	0.195431989	-0.632778816	0.526878092	0.811556697
ENSG00000047579	241.6675679	0.141414972	0.223696619	0.632173041	0.527273811	0.811610149
ENSG00000124299	555.0464013	-0.124632493	0.197135232	-0.632218259	0.527244268	0.811610149
ENSG00000152683	245.0143527	-0.138001984	0.218333335	-0.63207015	0.527341039	0.811610149
ENSG00000181274	212.4432647	-0.141673814	0.22405502	-0.632317071	0.527179711	0.811610149
ENSG00000213079	290.2944223	-0.130704717	0.206637965	-0.632530025	0.527040596	0.811610149
ENSG00000183527	381.0880793	-0.123093182	0.19481973	-0.631831193	0.527497189	0.811718636
ENSG00000075213	184.1380175	-0.15274664	0.241942439	-0.631334627	0.52782175	0.811954368
ENSG00000230124	612.7397409	0.115707217	0.183249371	0.631419447	0.527766304	0.811954368
ENSG00000036549	637.4807708	-0.112094342	0.177656425	-0.630961371	0.528065782	0.812073974
ENSG00000140575	2782.447338	-0.088988787	0.141038571	-0.630953548	0.528070898	0.812073974
ENSG00000126391	2998.209237	-0.123641214	0.196001063	-0.6308191	0.528158813	0.812077384
ENSG00000159214	54.73814799	0.18017872	0.285814795	0.630403753	0.528430456	0.812363238
ENSG00000082641	610.8747066	-0.110637289	0.175732465	-0.629577975	0.528970738	0.81242971
ENSG00000101182	16242.6133	0.082046399	0.130292164	0.62971092	0.528883737	0.81242971
ENSG00000164808	83.21588777	0.178361995	0.283094108	0.630044884	0.528665219	0.81242971
ENSG00000167815	603.2005493	-0.119047173	0.189098406	-0.629551433	0.528988108	0.81242971
ENSG00000170365	136.1751023	0.158890337	0.252363739	0.62960843	0.528950807	0.81242971
ENSG00000177981	174.9941651	0.156606246	0.248632302	0.629870874	0.52877907	0.81242971
ENSG00000006125	2579.010289	0.175884709	0.279527288	0.629221964	0.529203752	0.81243214
ENSG00000118515	94.68213473	-0.167503133	0.266213865	-0.629205141	0.529214764	0.81243214
ENSG00000156990	544.0475928	-0.112841397	0.179428288	-0.628894131	0.529418369	0.81243214
ENSG00000198467	1062.983508	-0.103300879	0.164236964	-0.628974606	0.529365681	0.81243214
ENSG00000214174	81.22840626	0.173225007	0.275344799	0.629120315	0.529270291	0.81243214
ENSG00000087269	669.9689715	-0.110426963	0.175683984	-0.628554528	0.529640738	0.81251022
ENSG00000167173	102.6219923	-0.164419923	0.261555169	-0.628624255	0.529595077	0.81251022
ENSG00000091592	62.60050041	0.177189123	0.282115938	0.628072005	0.529956771	0.812543337
ENSG00000101247	91.95163576	0.169506979	0.270072063	0.627636112	0.530242347	0.812543337
ENSG00000103042	123.0253417	0.159135444	0.25346473	0.627840583	0.530108378	0.812543337
ENSG00000131100	1477.661245	0.097867633	0.15594732	0.627568547	0.530286619	0.812543337
ENSG00000134243	620.7557328	-0.109601077	0.174579629	-0.627799917	0.530135021	0.812543337
ENSG00000157350	136.6295349	0.158460858	0.252427986	0.62774679	0.530169828	0.812543337
ENSG00000160345	192.5406585	0.144872606	0.23076897	0.627782002	0.530146758	0.812543337
ENSG00000197498	1409.323374	0.095548339	0.152306239	0.627343565	0.530434052	0.812543337
ENSG00000197576	86.72306373	-0.170759565	0.272160527	-0.62742223	0.5303825	0.812543337
ENSG00000086065	1549.506221	-0.09507141	0.151795277	-0.626313358	0.531109426	0.813145421
ENSG00000146223	1990.226034	-0.092350906	0.147445247	-0.626340334	0.531091736	0.813145421
ENSG00000189190	57.99876394	-0.178279834	0.28460303	-0.626415796	0.531042252	0.813145421
ENSG00000205726	574.7812599	0.122495453	0.195610746	0.626220472	0.531170341	0.813145421
ENSG00000016082	87.27261661	-0.171991928	0.274775723	-0.625935679	0.531357131	0.813250842
ENSG00000129353	579.1357983	0.111514648	0.178274835	0.625520972	0.531629189	0.813250842
ENSG00000145982	253.0718133	-0.140856759	0.22522166	-0.625413909	0.531699436	0.813250842
ENSG00000162694	157.7344627	0.15550612	0.248673713	0.625342013	0.531746611	0.813250842
ENSG00000232838	51.80015073	0.17915706	0.286459843	0.625417715	0.531696939	0.813250842
ENSG00000241852	65.05640353	-0.176661126	0.282508392	-0.625330542	0.531754138	0.813250842
ENSG00000083223	177.2515944	0.148292527	0.237395004	0.624665745	0.53219046	0.813655502
ENSG00000205133	96.40800562	0.166714519	0.266865834	0.62471286	0.532159531	0.813655502
ENSG00000118873	667.1001111	-0.10775151	0.172605952	-0.624263004	0.532454876	0.813665926
ENSG00000135108	474.011862	0.114469802	0.183351111	0.624320202	0.532417319	0.813665926
ENSG00000197417	62.60622119	-0.178134192	0.285238779	-0.624509025	0.532293345	0.813665926
ENSG00000037749	51.19677815	-0.180199743	0.288980266	-0.623571102	0.532909294	0.813966549
ENSG00000126249	565.3639299	-0.110520725	0.177190339	-0.623740132	0.532798262	0.813966549
ENSG00000127870	390.7357631	0.120958852	0.193942457	0.623684228	0.532834983	0.813966549
ENSG00000127774	3097.759572	0.103571958	0.166168683	0.62329409	0.533091281	0.814113292
ENSG00000136827	424.7678687	-0.117831538	0.189177688	-0.622861709	0.533375403	0.814405747
ENSG00000205581	1753.745302	-0.092979765	0.149307256	-0.622741096	0.533454672	0.814405747
ENSG00000047230	83.54451712	0.171735928	0.275859046	0.62254956	0.533580566	0.814466727
ENSG00000139624	121.7028512	0.1578909	0.253967163	0.621698087	0.53414041	0.81518997
ENSG00000091073	101.4199379	0.163378296	0.262921452	0.621395839	0.534339209	0.815241725
ENSG00000123737	495.0329329	0.113238002	0.182255805	0.621313556	0.534393336	0.815241725
ENSG00000162066	63.36690486	0.174937478	0.281587622	0.621254147	0.534432418	0.815241725
ENSG00000102974	612.5998011	-0.118765599	0.191270727	-0.620929302	0.53464614	0.81530525
ENSG00000138617	67.95874755	-0.177492908	0.285844305	-0.620942607	0.534637386	0.81530525
ENSG00000189376	416.9431262	-0.118078916	0.19021784	-0.620756264	0.534760004	0.815347674
ENSG00000167600	144.1314376	-0.153047407	0.2469331	-0.619793003	0.535394076	0.816051836
ENSG00000170293	63.58915931	0.175717108	0.283480084	0.619856977	0.535351953	0.816051836
ENSG00000197976	243.7757258	-0.140051272	0.226027192	-0.619621343	0.535507112	0.816092858
ENSG00000159377	3899.29551	-0.084105696	0.13588611	-0.618942559	0.5359542	0.816642869
ENSG00000142556	91.37204433	-0.169336367	0.273680569	-0.618737266	0.536089456	0.816717634
ENSG00000088356	683.4205314	-0.107326134	0.173544063	-0.618437372	0.536287069	0.816759438
ENSG00000130638	3792.258099	0.099215801	0.160430698	0.618434016	0.536289281	0.816759438
ENSG00000185630	53.37465778	0.177356741	0.286876591	0.618233578	0.536421379	0.816829341
ENSG00000065183	757.9383065	-0.118851846	0.192385728	-0.617778911	0.536721087	0.817154406
ENSG00000133627	65.09168245	0.173555834	0.281140809	0.617327077	0.53701901	0.817476649
ENSG00000261116	132.5580111	0.156332759	0.253410167	0.61691589	0.537290205	0.817758109
ENSG00000125354	624.7763786	0.107902152	0.175079872	0.616302439	0.537694929	0.818111296
ENSG00000145337	975.0888437	0.121790932	0.197589397	0.616383944	0.537641148	0.818111296
ENSG00000104231	548.9092242	0.126905163	0.206250073	0.615297542	0.53835824	0.818857574
ENSG00000146463	304.2689417	0.12785817	0.207798343	0.615299276	0.538357095	0.818857574
ENSG00000138663	290.5412462	-0.133619177	0.217329846	-0.61482203	0.538672259	0.819203711
ENSG00000115221	109.28457	0.165709552	0.269937643	0.613880858	0.539294061	0.819816251
ENSG00000145425	6166.117486	-0.095343015	0.155325668	-0.613826525	0.539329967	0.819816251
ENSG00000167615	63.89621142	-0.174130609	0.283683717	-0.613819541	0.539334583	0.819816251
ENSG00000137500	580.463987	0.112430389	0.183209179	0.61367225	0.539431929	0.819832713
ENSG00000129667	118.3944764	-0.157130586	0.256268205	-0.613148971	0.539777842	0.820226881
ENSG00000150459	2578.395948	-0.086543886	0.1411924	-0.61295003	0.539909381	0.820252049
ENSG00000198648	382.9752574	-0.119992091	0.195789708	-0.612862098	0.539967527	0.820252049
ENSG00000175063	1886.644507	-0.092683117	0.151299681	-0.612579724	0.540154269	0.820404207
ENSG00000173209	60.5964691	-0.173471897	0.28333244	-0.612255684	0.540368605	0.820598222
ENSG00000137497	194.3313969	0.157815927	0.258037842	0.611599934	0.540802482	0.821125512
ENSG00000110395	539.1194282	-0.138977178	0.227419917	-0.611103809	0.541130858	0.821229342
ENSG00000136940	147.7458433	0.151915721	0.248572907	0.611151563	0.541099246	0.821229342
ENSG00000176912	69.26406947	0.171385173	0.280349171	0.611327556	0.540982752	0.821229342
ENSG00000087460	5739.376874	0.174087816	0.285043942	0.610740276	0.541371538	0.821446846
ENSG00000174903	1922.26007	0.103830622	0.17003978	0.610625478	0.541447551	0.821446846
ENSG00000145908	59.57265478	-0.173932633	0.285060949	-0.610159453	0.541756186	0.821722377
ENSG00000163291	110.4215789	0.159756559	0.261886651	0.610021773	0.541847385	0.821722377
ENSG00000170468	391.6102793	0.13768698	0.225731725	0.609958478	0.541889313	0.821722377
ENSG00000115170	96.22901118	-0.162089082	0.266023943	-0.609302607	0.54232388	0.822249773
ENSG00000215021	4738.36986	-0.092613497	0.152032848	-0.609167676	0.542413303	0.822253794
ENSG00000116729	1099.044825	0.105544714	0.173319658	0.60895986	0.542551045	0.822331047
ENSG00000102996	80.98374929	0.167291809	0.275043891	0.608236774	0.543030448	0.822794456
ENSG00000204084	118.3365696	-0.157560491	0.259011993	-0.608313494	0.542979573	0.822794456
ENSG00000133398	1185.434838	-0.095684526	0.157395805	-0.607922976	0.54323856	0.822978192
ENSG00000081377	79.50804066	0.172121366	0.283290944	0.607578073	0.543467347	0.823061624
ENSG00000119953	755.8726608	-0.102333073	0.168407126	-0.607652868	0.543417729	0.823061624
ENSG00000160094	152.8559101	0.147498979	0.242841867	0.607386942	0.543594152	0.823122113
ENSG00000005700	586.6732043	0.108602436	0.179034047	0.606602143	0.544114977	0.823213306
ENSG00000101193	3180.239213	0.109094908	0.179872987	0.606510793	0.544175617	0.823213306
ENSG00000116871	763.6381396	-0.112027558	0.184533909	-0.607083863	0.543795259	0.823213306
ENSG00000124164	1105.800267	0.097173229	0.160199533	0.606576229	0.544132179	0.823213306
ENSG00000167460	3282.785832	-0.091705055	0.151184481	-0.606577176	0.544131551	0.823213306
ENSG00000196678	182.9892407	-0.144155921	0.237504706	-0.606960272	0.543877278	0.823213306
ENSG00000164068	175.209567	-0.147552158	0.24336728	-0.606294151	0.544319442	0.823299447
ENSG00000111727	61.19008398	0.171464741	0.282930726	0.606030825	0.544494284	0.823364347
ENSG00000137343	94.6659261	-0.162807469	0.268673462	-0.605967809	0.544536129	0.823364347
ENSG00000077942	550.0634791	0.119295109	0.197212922	0.604905134	0.545242031	0.823387414
ENSG00000100246	529.2019269	0.110285665	0.182179093	0.605369488	0.54493352	0.823387414
ENSG00000101144	233.6212279	-0.141370777	0.233542249	-0.605332775	0.544957909	0.823387414
ENSG00000126453	838.7079719	-0.103854495	0.17168916	-0.60489838	0.54524652	0.823387414
ENSG00000130713	262.6314903	-0.129005882	0.213052381	-0.605512511	0.544838515	0.823387414
ENSG00000137100	553.6892952	-0.108917782	0.180019363	-0.605033707	0.545156601	0.823387414
ENSG00000166889	1461.533963	-0.099190239	0.163978113	-0.604899259	0.545245935	0.823387414
ENSG00000180917	268.6652135	-0.12993668	0.214679694	-0.605258361	0.545007344	0.823387414
ENSG00000112031	115.9320648	-0.15513279	0.256773575	-0.60416182	0.545736062	0.823617075
ENSG00000114023	1405.598441	0.102269109	0.169256046	0.604227212	0.545692591	0.823617075
ENSG00000156171	496.2535552	0.123003849	0.203599384	0.604146471	0.545746266	0.823617075
ENSG00000164919	13243.24747	-0.079567401	0.131659156	-0.604343847	0.54561506	0.823617075
ENSG00000110958	6975.777705	-0.079811368	0.132171437	-0.603847322	0.545945155	0.823722499
ENSG00000237978	131.6832282	0.157155594	0.260286225	0.603779912	0.545989976	0.823722499
ENSG00000066583	309.4712811	-0.123112643	0.204067975	-0.603292326	0.546314237	0.824080502
ENSG00000163170	1697.003336	-0.090353538	0.149856352	-0.602934321	0.546552383	0.824195135
ENSG00000174109	207.9403904	0.142741296	0.23675132	0.602916579	0.546564186	0.824195135
ENSG00000198356	270.5135915	0.126753501	0.21033006	0.602640923	0.54674759	0.82434052
ENSG00000158941	175.9496245	0.154527055	0.256520751	0.602395923	0.546910623	0.824455149
ENSG00000139291	426.5878092	0.120865284	0.200693968	0.602236755	0.547016553	0.824483673
ENSG00000174136	106.0851832	-0.156552543	0.260150388	-0.601777088	0.547322528	0.824813658
ENSG00000115234	468.8619892	-0.114566419	0.190472577	-0.60148511	0.547516927	0.824975417
ENSG00000143702	110.9444727	-0.157571676	0.262041565	-0.601323213	0.547624732	0.82500667
ENSG00000116815	292.522699	-0.127625411	0.212598215	-0.600312711	0.548297849	0.825605555
ENSG00000134874	92.74487022	0.16330902	0.272033078	0.600327802	0.548287794	0.825605555
ENSG00000188707	53.37103567	-0.173050531	0.288319867	-0.600203285	0.548370764	0.825605555
ENSG00000215717	390.4981896	0.116570697	0.194207092	0.600239137	0.548346874	0.825605555
ENSG00000174951	72.0284286	0.166866015	0.278112018	0.599995699	0.548509102	0.825682645
ENSG00000164307	173.3193797	0.143383423	0.239052575	0.599798699	0.5486404	0.825749116
ENSG00000165119	9489.565658	-0.085649633	0.142831121	-0.599656662	0.548735076	0.825760455
ENSG00000136381	823.587515	-0.098074346	0.163739856	-0.598964405	0.549196621	0.826323782
ENSG00000003509	75.11424558	-0.171913338	0.287212706	-0.598557563	0.549467962	0.826469588
